,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Salary
18088,47,Private,111961,High School,9,Married,Other-service,Wife,Black,Female,0,0,30,United-States,<=50K
18089,20,Private,219122,Bachelors,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
18090,24,Private,111445,High School,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
18091,29,Federal-gov,309778,Bachelors,10,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
18092,37,Local-gov,223020,Associate,11,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K
18093,42,Private,303155,Associate,12,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
18094,20,Other-service,41035,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
18095,68,Private,159191,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18096,22,Local-gov,244408,Bachelors,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
18097,72,Self-emp-not-inc,473748,High School,9,Married,Sales,Husband,White,Male,0,0,30,United-States,<=50K
18098,45,Federal-gov,71823,Bachelors,10,Married,Adm-clerical,Husband,Black,Male,0,0,20,United-States,<=50K
18099,30,Local-gov,83066,High School,9,Married,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
18100,33,Private,150154,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18101,43,Private,190786,High School,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,>50K
18102,56,Private,178033,Bachelors,10,Widowed,Exec-managerial,Not-in-family,White,Male,4416,0,60,United-States,<=50K
18103,25,Self-emp-not-inc,159909,Associate,11,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
18104,41,Private,190885,High School,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,Others,<=50K
18105,25,Private,243786,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,<=50K
18106,31,State-gov,124020,Associate,12,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
18107,36,Private,159016,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
18108,37,Private,183800,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18109,58,Self-emp-not-inc,193434,High School,9,Married,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
18110,26,Private,245029,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
18111,55,Private,98746,Bachelors,10,Married,Tech-support,Husband,White,Male,0,0,50,Canada,>50K
18112,46,Federal-gov,140664,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
18113,44,Private,344920,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,1617,20,United-States,<=50K
18114,44,Private,169980,Compulsory,7,Married,Other-service,Husband,Black,Male,0,0,60,United-States,<=50K
18115,28,State-gov,155397,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,<=50K
18116,42,Private,245317,Compulsory,6,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
18117,41,Private,74182,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18118,39,Private,280570,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
18119,64,Self-emp-not-inc,30664,Associate,11,Married,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
18120,20,Private,109952,Bachelors,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
18121,45,Local-gov,192793,Bachelors,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
18122,31,Private,243442,High School,9,Married,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K
18123,36,Federal-gov,106297,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18124,32,Private,328060,Compulsory,5,Divorced,Other-service,Unmarried,Other,Female,0,0,40,Mexico,<=50K
18125,33,Self-emp-not-inc,48702,Associate,11,Married,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
18126,51,Self-emp-not-inc,111283,High School,9,Divorced,Exec-managerial,Not-in-family,White,Female,99999,0,35,United-States,>50K
18127,36,Private,484024,High School,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
18128,40,Private,208470,High School,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18129,44,Private,172032,Associate,11,Married,Adm-clerical,Husband,White,Male,7298,0,51,United-States,>50K
18130,40,Private,29927,High School,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,England,<=50K
18131,46,Private,98012,Associate,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18132,31,Self-emp-not-inc,108468,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
18133,30,Private,207301,High School,9,Never-married,Sales,Not-in-family,White,Female,0,1980,40,United-States,<=50K
18134,26,Private,168403,High School,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
18135,25,Private,66935,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
18136,35,Self-emp-not-inc,42044,Associate,12,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18137,29,Private,184806,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,<=50K
18138,39,Private,1455435,Associate,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18139,44,Self-emp-not-inc,445382,Bachelors,10,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
18140,37,Private,278576,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
18141,79,Self-emp-not-inc,84979,Associate,11,Married,Sales,Husband,White,Male,0,0,20,United-States,>50K
18142,36,Private,659504,Bachelors,13,Married,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K
18143,44,Private,136986,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
18144,23,Private,278107,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,1573,30,United-States,<=50K
18145,27,Private,96219,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
18146,46,Self-emp-not-inc,131091,Bachelors,13,Married,Sales,Husband,White,Male,0,1902,40,United-States,>50K
18147,58,Private,205410,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18148,36,Private,416745,Associate,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,<=50K
18149,36,Private,180667,High School,9,Married,Craft-repair,Husband,White,Male,0,1887,60,United-States,>50K
18150,21,Private,72119,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
18151,41,State-gov,108945,High School,9,Never-married,Transport-moving,Not-in-family,White,Female,14344,0,40,United-States,>50K
18152,49,Federal-gov,195949,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18153,34,Private,101345,Bachelors,13,Married,Sales,Wife,White,Female,0,0,40,United-States,>50K
18154,29,Private,439263,High School,9,Married,Protective-serv,Husband,White,Male,0,0,35,Others,<=50K
18155,63,Private,213095,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
18156,29,Federal-gov,59932,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
18157,65,Private,172815,Bachelors,10,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
18158,26,Private,40915,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
18159,42,Private,139012,Doctorate,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K
18160,44,Private,121781,Bachelors,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States,<=50K
18161,51,Other-service,130667,High School,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,6,United-States,<=50K
18162,41,Self-emp-not-inc,147110,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,25,United-States,<=50K
18163,22,Local-gov,237811,Associate,12,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,Others,<=50K
18164,36,Other-service,128640,Bachelors,10,Married,Other-service,Wife,White,Female,0,0,25,United-States,<=50K
18165,18,Private,111476,Compulsory,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
18166,33,Local-gov,289716,Compulsory,6,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
18167,46,Local-gov,141944,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
18168,49,Private,323773,Compulsory,7,Married,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States,<=50K
18169,41,State-gov,176663,High School,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
18170,52,Private,155233,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
18171,40,Private,143327,Bachelors,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
18172,53,Federal-gov,177212,Bachelors,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
18173,45,Self-emp-not-inc,123088,High School,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
18174,30,Local-gov,47085,Compulsory,6,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18175,56,Private,102106,High School,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
18176,24,Private,235894,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18177,71,Self-emp-not-inc,172046,Compulsory,4,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
18178,20,Self-emp-not-inc,197207,High School,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
18179,26,Private,152452,Bachelors,13,Married,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
18180,34,Private,172928,High School,9,Married,Sales,Husband,White,Male,0,0,65,United-States,<=50K
18181,36,Other-service,214896,Compulsory,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
18182,49,Private,116338,High School,9,Divorced,Prof-specialty,Unmarried,White,Female,0,653,60,United-States,<=50K
18183,48,Private,276664,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K
18184,22,Private,59924,High School,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
18185,30,Private,194141,Bachelors,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1617,40,United-States,<=50K
18186,51,Private,95128,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18187,46,Private,292504,Bachelors,10,Married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
18188,32,Self-emp-inc,45796,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
18189,42,Private,119359,Prof-school,15,Married,Sales,Wife,Amer-Indian-Eskimo,Female,15024,0,40,South,>50K
18190,52,State-gov,104280,Bachelors,10,Married,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
18191,57,Private,172291,High School,9,Divorced,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
18192,35,Private,180988,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K
18193,52,Private,110748,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
18194,59,Other-service,556688,Compulsory,5,Divorced,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K
18195,36,Private,22494,Bachelors,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
18196,33,Private,267859,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,40,Cuba,>50K
18197,67,Local-gov,256821,High School,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,20,United-States,<=50K
18198,31,Self-emp-not-inc,117346,Bachelors,10,Married,Sales,Husband,White,Male,0,0,48,United-States,<=50K
18199,31,Private,62374,High School,9,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
18200,28,Private,314659,Bachelors,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States,<=50K
18201,72,Other-service,114761,Compulsory,4,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
18202,36,Private,93225,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18203,58,Self-emp-not-inc,165315,High School,9,Married,Sales,Husband,White,Male,0,0,35,United-States,>50K
18204,56,Private,124771,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18205,35,Private,27408,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
18206,37,Private,198841,Associate,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
18207,44,Private,271792,Bachelors,13,Married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
18208,26,Private,64289,High School,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
18209,51,Private,183390,High School,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
18210,31,Private,240771,Bachelors,10,Married,Craft-repair,Husband,White,Male,4386,0,50,United-States,>50K
18211,30,Private,234919,Bachelors,10,Never-married,Sales,Own-child,White,Female,0,0,40,El-Salvador,<=50K
18212,20,Private,88231,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18213,21,Private,154422,Bachelors,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
18214,37,Private,119098,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
18215,53,State-gov,151580,Associate,11,Married,Prof-specialty,Husband,White,Male,4386,0,40,United-States,>50K
18216,54,Private,118793,High School,9,Married,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
18217,32,Other-service,30499,Bachelors,13,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
18218,34,Other-service,166545,Bachelors,10,Married,Other-service,Wife,White,Female,7688,0,6,United-States,>50K
18219,30,Private,271710,Bachelors,13,Married,Sales,Husband,White,Male,7298,0,50,United-States,>50K
18220,43,State-gov,308498,High School,9,Married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
18221,48,Private,172695,Associate,11,Divorced,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
18222,42,Self-emp-not-inc,29962,Bachelors,13,Married,Sales,Husband,White,Male,0,0,48,United-States,<=50K
18223,62,Private,200332,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18224,31,Private,291702,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18225,22,Private,67234,High School,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
18226,45,Private,168038,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,32,United-States,<=50K
18227,34,Private,137814,Bachelors,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
18228,64,Private,126233,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
18229,42,Self-emp-not-inc,79036,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,65,United-States,<=50K
18230,60,Self-emp-not-inc,327474,High School,9,Married,Sales,Husband,White,Male,0,0,70,United-States,<=50K
18231,44,Private,145160,High School,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,58,United-States,<=50K
18232,67,Other-service,37092,Compulsory,4,Married,Other-service,Husband,White,Male,0,0,4,United-States,<=50K
18233,45,Private,129387,Associate,12,Divorced,Tech-support,Unmarried,White,Female,0,0,40,Others,<=50K
18234,53,Self-emp-not-inc,33304,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
18235,37,Private,359001,Associate,11,Married,Transport-moving,Husband,White,Male,15024,0,50,United-States,>50K
18236,32,Other-service,143162,Compulsory,6,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
18237,23,Private,133515,High School,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
18238,28,Private,168901,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
18239,55,Private,750972,Compulsory,4,Married,Craft-repair,Husband,White,Male,0,0,41,United-States,<=50K
18240,58,Private,142924,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,>50K
18241,74,Self-emp-inc,228075,Bachelors,10,Married,Exec-managerial,Husband,White,Male,20051,0,25,United-States,>50K
18242,27,Private,91189,High School,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
18243,37,Private,290609,High School,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
18244,22,Other-service,31102,Bachelors,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,4,South,<=50K
18245,44,Self-emp-not-inc,216921,Compulsory,6,Married,Other-service,Husband,White,Male,0,0,70,United-States,<=50K
18246,23,Private,120046,Associate,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
18247,41,Private,324629,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,Others,<=50K
18248,45,Private,81132,Bachelors,10,Married,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,55,United-States,>50K
18249,29,Private,160279,High School,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
18250,33,Private,229732,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
18251,61,Local-gov,144723,Masters,14,Married,Exec-managerial,Husband,White,Male,7298,0,60,United-States,>50K
18252,29,Private,148431,Associate,12,Married,Sales,Wife,Other,Female,7688,0,45,United-States,>50K
18253,22,Private,160398,Bachelors,10,Never-married,Sales,Other-relative,White,Male,0,0,38,United-States,<=50K
18254,28,Private,129460,Compulsory,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,El-Salvador,<=50K
18255,30,Private,252752,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
18256,20,Private,58222,Bachelors,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
18257,28,Other-service,424884,Compulsory,6,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
18258,45,Private,114459,High School,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
18259,19,Other-service,46400,Bachelors,10,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
18260,42,Private,223934,Associate,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
18261,34,Private,84119,High School,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
18262,31,Private,159123,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
18263,23,Private,195532,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
18264,50,Private,191299,High School,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
18265,40,Private,198316,Compulsory,6,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18266,57,Private,162301,High School,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
18267,35,Private,143152,Bachelors,10,Married,Adm-clerical,Wife,White,Female,3908,0,27,United-States,<=50K
18268,24,Private,92609,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K
18269,27,Private,247819,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,<=50K
18270,27,Local-gov,229223,Bachelors,10,Never-married,Protective-serv,Own-child,White,Female,0,0,40,United-States,>50K
18271,45,Self-emp-inc,142719,High School,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
18272,80,Private,86111,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
18273,23,State-gov,35633,Bachelors,10,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
18274,46,Private,164749,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18275,38,Private,607848,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
18276,50,Private,173630,High School,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
18277,90,Private,311184,Bachelors,13,Married,Sales,Husband,White,Male,0,0,20,Others,<=50K
18278,55,Private,49737,Bachelors,10,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
18279,72,Private,183616,High School,9,Married,Exec-managerial,Wife,White,Female,0,0,50,England,<=50K
18280,65,Private,129426,Bachelors,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18281,37,Private,454915,Compulsory,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18282,39,State-gov,55568,High School,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
18283,38,Private,29874,Associate,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18284,46,Private,393715,Bachelors,10,Married,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
18285,50,Private,143953,High School,9,Married,Sales,Husband,White,Male,0,0,65,United-States,>50K
18286,54,Private,90363,Associate,12,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18287,40,Private,53727,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
18288,30,Private,130021,Compulsory,4,Married,Craft-repair,Husband,White,Male,2829,0,40,United-States,<=50K
18289,50,Private,173630,High School,9,Married,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
18290,28,Private,410351,Bachelors,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
18291,34,Private,399386,Associate,11,Married,Craft-repair,Husband,White,Male,0,0,53,United-States,<=50K
18292,55,Private,157932,High School,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
18293,20,Private,133061,High School,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
18294,19,Other-service,46400,Bachelors,10,Never-married,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K
18295,21,Private,107895,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,<=50K
18296,39,Private,63021,Bachelors,10,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
18297,43,Private,186144,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
18298,33,Local-gov,27959,High School,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
18299,26,Private,179569,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18300,45,State-gov,101299,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
18301,31,State-gov,113129,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,65,United-States,<=50K
18302,32,Private,316470,Compulsory,3,Married,Craft-repair,Husband,White,Male,0,0,60,Mexico,<=50K
18303,60,Self-emp-not-inc,89884,High School,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
18304,41,Private,32121,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
18305,21,Private,315303,Bachelors,10,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
18306,27,Private,254500,Bachelors,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,United-States,<=50K
18307,33,Private,419895,Compulsory,3,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,Mexico,<=50K
18308,43,Private,159549,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18309,27,Private,160786,Compulsory,7,Married,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K
18310,18,Self-emp-not-inc,258474,Compulsory,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
18311,48,Self-emp-not-inc,370119,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18312,37,Private,50837,Compulsory,4,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
18313,58,Private,137506,High School,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18314,57,Private,548256,Compulsory,8,Married,Transport-moving,Husband,Black,Male,7688,0,40,United-States,>50K
18315,42,Local-gov,175642,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,99999,0,40,United-States,>50K
18316,24,Private,183594,High School,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
18317,26,Private,341353,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,15,United-States,<=50K
18318,43,Self-emp-inc,247981,High School,9,Divorced,Craft-repair,Unmarried,White,Male,5455,0,50,United-States,<=50K
18319,34,Private,193565,Compulsory,7,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18320,38,Private,39606,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
18321,51,Self-emp-not-inc,127149,Compulsory,7,Married,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K
18322,31,Other-service,233371,High School,9,Married,Other-service,Wife,Black,Female,0,0,45,United-States,<=50K
18323,49,Self-emp-not-inc,182752,Doctorate,16,Married,Prof-specialty,Wife,White,Female,0,0,35,United-States,>50K
18324,26,Private,269060,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
18325,28,Private,179949,High School,9,Divorced,Transport-moving,Unmarried,Black,Female,0,0,20,United-States,<=50K
18326,22,Federal-gov,32950,Bachelors,10,Married,Sales,Husband,White,Male,0,1902,37,United-States,<=50K
18327,26,Private,160445,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18328,45,Private,223999,Compulsory,5,Married,Other-service,Husband,White,Male,0,1848,40,United-States,>50K
18329,39,Private,81487,Bachelors,10,Divorced,Exec-managerial,Unmarried,White,Female,0,625,40,United-States,<=50K
18330,23,Private,314539,High School,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
18331,62,Other-service,337721,High School,9,Married,Other-service,Husband,White,Male,0,0,8,United-States,<=50K
18332,42,Local-gov,100793,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
18333,39,Federal-gov,255407,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18334,43,Federal-gov,92775,Associate,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18335,33,Self-emp-not-inc,33308,Bachelors,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,<=50K
18336,68,State-gov,493363,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
18337,30,Other-service,159589,Masters,14,Married,Other-service,Husband,White,Male,0,0,46,United-States,>50K
